symbol,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,expires,price,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC260618P00045000,9.48,14,E,7.89,358,X,A,2025-11-19T19:03:28.993925681Z,2026-06-18,45000,7.95,7.95,7.95,1.0,7.95,2025-11-17T05:00:00Z,5.0,7.95,f,7.95,5.0,2025-11-17T17:21:39.133661962Z,M,7.95,7.95,7.95,1.0,7.95,2025-11-17T17:21:00Z,5.0,7.95,7.55,7.61,7.55,3.0,7.61,2025-11-14T05:00:00Z,5.0,7.562,0.4858,-0.5455,0.0272,-0.1746,-0.0106,0.1189
BTC280121C00063000,10.33,7,E,5.57,13,A,A,2025-11-19T19:03:47.332229567Z,2028-01-21,63000,11.73,11.9,11.73,2.0,11.9,2025-09-22T04:00:00Z,39.0,11.834615,g,11.73,15.0,2025-09-22T19:22:10.185000133Z,C,11.73,11.73,11.73,1.0,11.73,2025-09-22T19:22:00Z,15.0,11.73,,,,,,,,,0.5686,0.4782,0.0121,0.237,-0.0093,0.2316
BTC280121P00043000,14.79,3,A,10.6,11,E,A,2025-11-19T19:03:52.727172276Z,2028-01-21,43000,10.75,10.75,10.75,1.0,10.75,2025-11-04T05:00:00Z,1.0,10.75,f,10.75,1.0,2025-11-04T19:04:30.563671391Z,I,10.75,10.75,10.75,1.0,10.75,2025-11-04T19:04:00Z,1.0,10.75,,,,,,,,,0.5446,-0.351,0.0117,-0.5766,-0.005,0.2155
BTC270115C00025000,18.68,13,B,16.8,21,E,A,2025-11-19T19:02:07.545898894Z,2027-01-15,25000,19.4,19.4,19.4,1.0,19.4,2025-11-18T05:00:00Z,1.0,19.4,a,19.4,1.0,2025-11-18T15:21:58.458365963Z,X,19.4,19.4,19.4,1.0,19.4,2025-11-18T15:21:00Z,1.0,19.4,19.5,19.5,19.5,1.0,19.5,2025-11-17T05:00:00Z,1.0,19.5,0.5861,0.8648,0.0087,0.1892,-0.008,0.0922
BTC260116P00067000,28.52,13,Z,25.75,20,B, ,2025-11-19T19:00:05.195797141Z,2026-01-16,67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251219C00053000,0.73,360,A,0.0,0,?, ,2025-11-19T19:00:27.012898597Z,2025-12-19,53000,0.22,0.22,0.22,1.0,0.22,2025-11-17T05:00:00Z,1.0,0.22,g,0.22,1.0,2025-11-17T14:42:43.57139089Z,C,0.22,0.22,0.22,1.0,0.22,2025-11-17T14:42:00Z,1.0,0.22,0.6,0.6,0.6,1.0,0.6,2025-11-13T05:00:00Z,10.0,0.6,,,,,,
BTC251219P00042000,4.38,324,X,2.67,730,X,A,2025-11-19T19:03:32.232322045Z,2025-12-19,42000,3.2,3.2,2.96,3.0,3.1,2025-11-19T05:00:00Z,4.0,3.115,I,3.2,2.0,2025-11-19T15:28:04.722916117Z,A,3.2,3.2,3.2,1.0,3.2,2025-11-19T15:28:00Z,2.0,3.2,3.1,3.1,2.89,2.0,2.89,2025-11-18T05:00:00Z,3.0,3.03,0.4507,-0.6543,0.0723,-0.0241,-0.0281,0.0417
BTC260618C00055000,3.18,526,A,1.82,209,A,A,2025-11-19T19:03:30.000427289Z,2026-06-18,55000,2.71,2.72,2.71,2.0,2.72,2025-11-19T05:00:00Z,3.0,2.716667,f,2.71,1.0,2025-11-19T17:52:10.601146468Z,M,2.71,2.72,2.71,2.0,2.72,2025-11-19T17:52:00Z,3.0,2.716667,2.61,2.61,2.61,1.0,2.61,2025-11-17T05:00:00Z,3.0,2.61,0.5478,0.2951,0.021,0.0528,-0.0144,0.1035
BTC270115P00029000,5.52,13,M,0.98,22,A,A,2025-11-19T19:03:46.828348684Z,2027-01-15,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5461,-0.1879,0.0116,-0.1233,-0.0064,0.1143
BTC260116C00080000,0.38,15,Z,0.03,40,U,B,2025-11-19T19:02:02.105320214Z,2026-01-16,80000,0.18,0.2,0.18,3.0,0.2,2025-11-04T05:00:00Z,35.0,0.185714,a,0.18,25.0,2025-11-04T19:46:20.039370915Z,X,0.18,0.18,0.18,1.0,0.18,2025-11-04T19:46:00Z,25.0,0.18,0.3,0.35,0.3,2.0,0.35,2025-11-03T05:00:00Z,15.0,0.333333,,,,,,
BTC251219C00055000,0.37,14,E,0.03,49,I,A,2025-11-19T19:01:42.745802997Z,2025-12-19,55000,0.09,0.34,0.09,3.0,0.34,2025-11-19T05:00:00Z,9.0,0.256667,a,0.09,3.0,2025-11-19T17:05:57.940366189Z,X,0.09,0.09,0.09,1.0,0.09,2025-11-19T17:05:00Z,3.0,0.09,0.11,0.15,0.11,3.0,0.15,2025-11-18T05:00:00Z,9.0,0.114444,0.7028,0.0626,0.0155,0.0019,-0.0165,0.0139
BTC251219P00074000,35.53,20,B,32.85,20,B,A,2025-11-19T19:02:50.685272926Z,2025-12-19,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260116P00030000,0.83,25,M,0.33,19,C,A,2025-11-19T19:03:29.490791183Z,2026-01-16,30000,0.47,0.47,0.47,1.0,0.47,2025-11-18T05:00:00Z,3.0,0.47,a,0.47,3.0,2025-11-18T16:19:06.062367598Z,X,0.47,0.47,0.47,1.0,0.47,2025-11-18T16:19:00Z,3.0,0.47,0.44,0.44,0.44,1.0,0.44,2025-11-17T05:00:00Z,1.0,0.44,0.6328,-0.1084,0.0187,-0.0077,-0.0154,0.0292
BTC270115C00073000,4.55,13,E,1.48,14,E,A,2025-11-19T19:03:12.36873621Z,2027-01-15,73000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5765,0.2681,0.0135,0.0874,-0.0103,0.1397
BTC251121P00064000,25.43,56,A,23.25,46,X, ,2025-11-19T19:00:27.016958649Z,2025-11-21,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260116C00062000,0.77,405,X,0.0,0,?, ,2025-11-19T19:01:42.77189087Z,2026-01-16,62000,1.26,1.26,1.26,1.0,1.26,2025-10-20T04:00:00Z,1.0,1.26,g,1.26,1.0,2025-10-20T18:48:42.523441326Z,C,1.26,1.26,1.26,1.0,1.26,2025-10-20T18:48:00Z,1.0,1.26,1.5,1.5,1.5,1.0,1.5,2025-10-16T04:00:00Z,1.0,1.5,,,,,,
BTC270115C00041000,10.17,14,U,8.57,16,E,A,2025-11-19T19:02:05.740361268Z,2027-01-15,41000,9.77,9.77,9.77,1.0,9.77,2025-11-18T05:00:00Z,1.0,9.77,a,9.77,1.0,2025-11-18T14:58:44.522367684Z,X,9.77,9.77,9.77,1.0,9.77,2025-11-18T14:58:00Z,1.0,9.77,15.55,15.55,15.55,1.0,15.55,2025-10-17T04:00:00Z,2.0,15.55,0.5611,0.6194,0.016,0.1741,-0.0122,0.1616
BTC251219C00071000,0.73,307,A,0.0,0,?,A,2025-11-19T19:00:42.161858041Z,2025-12-19,71000,0.5,0.5,0.5,1.0,0.5,2025-09-10T04:00:00Z,1.0,0.5,a,0.5,1.0,2025-09-10T15:17:47.267368906Z,X,0.5,0.5,0.5,1.0,0.5,2025-09-10T15:17:00Z,1.0,0.5,,,,,,,,,,,,,,
BTC251121C00063000,0.77,503,A,0.0,0,?,A,2025-11-19T19:02:27.460215777Z,2025-11-21,63000,0.05,0.05,0.05,1.0,0.05,2025-11-13T05:00:00Z,3.0,0.05,I,0.05,3.0,2025-11-13T18:08:17.506794756Z,I,0.05,0.05,0.05,1.0,0.05,2025-11-13T18:08:00Z,3.0,0.05,0.4,0.4,0.4,1.0,0.4,2025-10-22T04:00:00Z,1.0,0.4,,,,,,
BTC280121P00049000,19.21,9,N,14.44,13,E,A,2025-11-19T19:03:52.952560232Z,2028-01-21,49000,16.14,16.14,16.14,1.0,16.14,2025-11-17T05:00:00Z,50.0,16.14,a,16.14,50.0,2025-11-17T17:47:36.074625551Z,J,16.14,16.14,16.14,1.0,16.14,2025-11-17T17:47:00Z,50.0,16.14,13.99,13.99,13.99,1.0,13.99,2025-11-11T05:00:00Z,50.0,13.99,0.5562,-0.4082,0.012,-0.7153,-0.005,0.2258
BTC260320P00058000,20.24,37,A,17.01,36,B, ,2025-11-19T19:00:27.013711485Z,2026-03-20,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5349,-0.8547,0.0188,-0.1735,-0.006,0.0518
BTC270115P00028000,4.16,14,E,0.72,13,E,A,2025-11-19T19:03:49.557563192Z,2027-01-15,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5036,-0.1642,0.0116,-0.1031,-0.0054,0.1049
BTC280121P00065000,30.55,11,E,26.47,12,E,A,2025-11-19T19:03:29.032465729Z,2028-01-21,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5605,-0.5419,0.0122,-1.0838,-0.0037,0.2306
BTC280121C00045000,14.57,8,A,10.21,8,E,A,2025-11-19T19:03:52.3672294Z,2028-01-21,45000,15.18,15.92,15.18,2.0,15.92,2025-11-13T05:00:00Z,3.0,15.426667,a,15.18,2.0,2025-11-13T17:57:23.505355445Z,X,15.18,15.18,15.18,1.0,15.18,2025-11-13T17:57:00Z,2.0,15.18,15.8,16.2,15.8,2.0,16.2,2025-11-06T05:00:00Z,20.0,16.0,0.5859,0.6412,0.011,0.2803,-0.0092,0.2172
BTC251219C00051000,0.77,542,A,0.03,23,U,A,2025-11-19T19:03:29.760651163Z,2025-12-19,51000,0.2,0.25,0.2,4.0,0.25,2025-11-18T05:00:00Z,14.0,0.205714,I,0.2,3.0,2025-11-18T15:34:25.478595968Z,S,0.2,0.2,0.2,1.0,0.2,2025-11-18T15:34:00Z,3.0,0.2,0.25,0.35,0.25,5.0,0.35,2025-11-17T05:00:00Z,8.0,0.29375,0.6825,0.1152,0.0252,0.0034,-0.0254,0.022
BTC270115P00063000,28.03,12,E,23.2,13,E,A,2025-11-19T19:03:29.447184168Z,2027-01-15,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5925,-0.6382,0.0149,-0.5872,-0.0063,0.1589
BTC260116P00074000,36.61,15,Z,32.82,20,E, ,2025-11-19T19:03:45.208021599Z,2026-01-16,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260618P00051000,14.23,200,A,11.79,547,C,A,2025-11-19T19:03:51.906626533Z,2026-06-18,51000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4821,-0.677,0.0248,-0.2296,-0.0083,0.1077
BTC251121P00051000,11.61,20,U,9.75,40,B, ,2025-11-19T19:00:27.016798553Z,2025-11-21,51000,5.8,6.1,5.8,3.0,6.1,2025-11-07T05:00:00Z,7.0,5.842857,I,5.8,1.0,2025-11-07T19:05:20.251610382Z,A,5.8,5.8,5.8,1.0,5.8,2025-11-07T19:05:00Z,1.0,5.8,6.9,6.9,5.49,2.0,5.49,2025-11-04T05:00:00Z,2.0,6.195,,,,,,
BTC260320C00073000,0.73,131,B,0.0,0,?, ,2025-11-19T19:00:27.013049474Z,2026-03-20,73000,1.26,1.26,1.26,1.0,1.26,2025-10-30T04:00:00Z,1.0,1.26,I,1.26,1.0,2025-10-30T13:41:32.433245351Z,Z,1.26,1.26,1.26,1.0,1.26,2025-10-30T13:41:00Z,1.0,1.26,,,,,,,,,,,,,,
BTC260116P00062000,23.0,14,Z,20.82,21,E,A,2025-11-19T19:03:00.828415078Z,2026-01-16,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115C00066000,5.33,33,A,2.43,22,U,A,2025-11-19T19:03:23.752602525Z,2027-01-15,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5787,0.3257,0.0147,0.1036,-0.0113,0.1528
BTC260116C00050000,0.92,14,E,0.67,35,I,A,2025-11-19T19:03:15.885865772Z,2026-01-16,50000,0.68,0.75,0.6,8.0,0.75,2025-11-19T05:00:00Z,146.0,0.726096,a,0.68,6.0,2025-11-19T18:17:45.733345676Z,B,0.68,0.7,0.68,4.0,0.7,2025-11-19T18:17:00Z,15.0,0.684,0.87,0.95,0.6,12.0,0.85,2025-11-18T05:00:00Z,31.0,0.864839,0.5668,0.1815,0.0296,0.0101,-0.0209,0.0415
BTC260116C00070000,0.73,334,X,0.12,2,I, ,2025-11-19T19:01:42.771840096Z,2026-01-16,70000,0.42,0.42,0.42,1.0,0.42,2025-11-19T05:00:00Z,5.0,0.42,f,0.42,5.0,2025-11-19T18:06:04.652822511Z,W,0.42,0.42,0.42,1.0,0.42,2025-11-19T18:06:00Z,5.0,0.42,0.2,0.2,0.2,1.0,0.2,2025-11-14T05:00:00Z,2.0,0.2,0.889,0.0772,0.0104,0.0042,-0.0177,0.0227
BTC260320C00074000,0.77,255,A,0.0,0,?,A,2025-11-19T19:03:43.389452134Z,2026-03-20,74000,2.3,2.3,2.3,1.0,2.3,2025-10-02T04:00:00Z,2.0,2.3,I,2.27,2.0,2025-10-02T19:22:22.302438333Z,A,2.3,2.3,2.3,1.0,2.3,2025-10-02T19:22:00Z,2.0,2.3,1.5,1.5,1.5,1.0,1.5,2025-09-23T04:00:00Z,1.0,1.5,,,,,,
BTC260320P00044000,7.65,196,X,5.89,584,A,A,2025-11-19T19:01:44.180541967Z,2026-03-20,44000,4.1,4.1,4.1,1.0,4.1,2025-11-12T05:00:00Z,1.0,4.1,I,4.1,1.0,2025-11-12T14:30:00.518041804Z,I,4.1,4.1,4.1,1.0,4.1,2025-11-12T14:30:00Z,1.0,4.1,4.0,4.0,4.0,1.0,4.0,2025-10-17T04:00:00Z,5.0,4.0,0.4731,-0.5866,0.0363,-0.0991,-0.0142,0.0884
BTC270115P00064000,27.87,21,E,23.66,14,U,A,2025-11-19T19:03:24.388051843Z,2027-01-15,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5501,-0.6754,0.0154,-0.6059,-0.005,0.1525
BTC260320P00062000,23.01,34,A,20.88,27,E, ,2025-11-19T19:00:27.013855742Z,2026-03-20,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4227,-0.954,0.0101,-0.1975,0.0024,0.0219
BTC251219C00080000,0.77,308,A,0.0,0,?,A,2025-11-19T19:00:47.343532557Z,2025-12-19,80000,0.55,0.55,0.55,14.0,0.55,2025-11-03T05:00:00Z,14.0,0.55,I,0.55,1.0,2025-11-03T14:48:33.646065293Z,T,0.55,0.55,0.55,14.0,0.55,2025-11-03T14:48:00Z,14.0,0.55,0.53,0.53,0.53,1.0,0.53,2025-10-09T04:00:00Z,6.0,0.53,,,,,,
BTC280121C00040000,15.89,12,U,11.98,25,E,A,2025-11-19T19:03:36.311248325Z,2028-01-21,40000,14.45,14.45,14.45,1.0,14.45,2025-11-19T05:00:00Z,1.0,14.45,g,14.45,1.0,2025-11-19T15:13:07.179006727Z,C,14.45,14.45,14.45,1.0,14.45,2025-11-19T15:13:00Z,1.0,14.45,14.4,14.4,14.4,1.0,14.4,2025-11-18T05:00:00Z,5.0,14.4,0.5859,0.6908,0.0103,0.2892,-0.0088,0.2049
BTC260320P00080000,40.98,20,B,38.13,20,B, ,2025-11-19T19:00:35.299994323Z,2026-03-20,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3943,-0.9984,0.0006,-0.2617,0.0081,0.0012
BTC260618P00058000,19.74,32,A,17.52,30,E, ,2025-11-19T19:00:27.017565368Z,2026-06-18,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4651,-0.8032,0.0199,-0.2908,-0.004,0.0831
BTC260618P00057000,19.31,35,A,16.63,31,B, ,2025-11-19T19:00:27.01569116Z,2026-06-18,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488,-0.7731,0.0206,-0.2801,-0.0055,0.0904
BTC260320P00045000,8.38,217,A,6.57,576,A,A,2025-11-19T19:03:37.102534709Z,2026-03-20,45000,7.0,7.0,7.0,1.0,7.0,2025-11-18T05:00:00Z,1.0,7.0,I,7.0,1.0,2025-11-18T20:58:33.814953763Z,U,7.0,7.0,7.0,1.0,7.0,2025-11-18T20:58:00Z,1.0,7.0,5.9,5.9,5.9,1.0,5.9,2025-11-17T05:00:00Z,1.0,5.9,0.4743,-0.6179,0.0354,-0.1056,-0.0136,0.0866
BTC251219P00050000,10.77,16,E,9.15,35,B,A,2025-11-19T19:03:51.610782262Z,2025-12-19,50000,8.84,8.85,8.45,6.0,8.45,2025-11-17T05:00:00Z,22.0,8.629091,a,8.84,6.0,2025-11-17T17:36:37.357357336Z,X,8.84,8.85,8.84,3.0,8.85,2025-11-17T17:36:00Z,10.0,8.844,4.5,4.67,4.5,4.0,4.67,2025-11-10T05:00:00Z,12.0,4.648333,,,,,,
BTC251219P00047000,8.21,72,A,7.38,38,B,A,2025-11-19T19:03:06.118439958Z,2025-12-19,47000,7.52,7.52,7.52,1.0,7.52,2025-11-19T05:00:00Z,1.0,7.52,f,7.52,1.0,2025-11-19T18:03:22.153256047Z,M,7.52,7.52,7.52,1.0,7.52,2025-11-19T18:03:00Z,1.0,7.52,6.5,7.2,6.5,2.0,7.2,2025-11-18T05:00:00Z,11.0,7.136364,0.5175,-0.8613,0.0378,-0.0343,-0.0171,0.025
BTC260116C00052000,0.93,284,A,0.18,23,A,A,2025-11-19T19:03:43.146221759Z,2026-01-16,52000,0.91,0.91,0.91,1.0,0.91,2025-11-14T05:00:00Z,1.0,0.91,a,0.91,1.0,2025-11-14T16:23:45.204365483Z,X,0.91,0.91,0.91,1.0,0.91,2025-11-14T16:23:00Z,1.0,0.91,1.75,1.8,1.75,3.0,1.8,2025-11-11T05:00:00Z,11.0,1.795455,0.5612,0.1365,0.0248,0.0077,-0.0172,0.0344
BTC251219P00054000,14.82,13,E,12.66,27,E, ,2025-11-19T19:00:27.013781351Z,2025-12-19,54000,11.65,11.65,11.54,2.0,11.54,2025-11-14T05:00:00Z,11.0,11.64,f,11.65,10.0,2025-11-14T16:40:33.544455445Z,W,11.65,11.65,11.65,1.0,11.65,2025-11-14T16:40:00Z,10.0,11.65,8.0,8.0,8.0,1.0,8.0,2025-11-03T05:00:00Z,1.0,8.0,,,,,,
BTC251219P00056000,16.87,21,E,14.98,21,Z,A,2025-11-19T19:03:34.974777984Z,2025-12-19,56000,5.3,5.3,5.3,1.0,5.3,2025-10-09T04:00:00Z,3.0,5.3,I,5.32,3.0,2025-10-09T16:30:11.021162115Z,E,5.3,5.3,5.3,1.0,5.3,2025-10-09T16:30:00Z,3.0,5.3,4.7,4.7,4.7,1.0,4.7,2025-10-06T04:00:00Z,3.0,4.7,,,,,,
BTC251219P00067000,27.99,14,Z,26.06,20,E, ,2025-11-19T19:03:46.008609999Z,2025-12-19,67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251219P00038000,2.029,19,A,1.42,233,A,A,2025-11-19T19:02:22.146275994Z,2025-12-19,38000,1.52,1.52,1.24,3.0,1.24,2025-11-19T05:00:00Z,12.0,1.396667,a,1.52,1.0,2025-11-19T16:01:28.211408655Z,I,1.52,1.52,1.52,1.0,1.52,2025-11-19T16:01:00Z,1.0,1.52,1.49,1.49,1.49,1.0,1.49,2025-11-17T05:00:00Z,1.0,1.49,0.5494,-0.3686,0.0607,-0.0134,-0.0373,0.0426
BTC270115P00044000,11.77,25,M,8.1,26,A,A,2025-11-19T19:03:37.613978395Z,2027-01-15,44000,6.4,6.4,6.4,1.0,6.4,2025-09-30T04:00:00Z,2.0,6.4,I,6.57,2.0,2025-09-30T17:40:27.219148544Z,I,6.4,6.4,6.4,1.0,6.4,2025-09-30T17:40:00Z,2.0,6.4,,,,,,,,,0.4876,-0.4483,0.0191,-0.3193,-0.0071,0.1678
BTC270115P00056000,20.12,14,E,17.31,12,E, ,2025-11-19T19:00:27.015675345Z,2027-01-15,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5066,-0.617,0.0178,-0.4977,-0.0056,0.1619
BTC251219C00038000,3.52,21,U,3.25,23,E,A,2025-11-19T19:03:13.461555778Z,2025-12-19,38000,3.4,4.0,3.4,3.0,4.0,2025-11-19T05:00:00Z,3.0,3.7,I,3.4,1.0,2025-11-19T18:19:35.963087742Z,I,3.4,3.4,3.4,1.0,3.4,2025-11-19T18:19:00Z,1.0,3.4,4.6,4.7,4.22,4.0,4.22,2025-11-18T05:00:00Z,13.0,4.578462,0.5722,0.6287,0.0584,0.0176,-0.0431,0.0427
BTC260618C00042000,6.92,528,X,5.24,151,X, ,2025-11-19T19:01:42.771374275Z,2026-06-18,42000,7.6,7.6,7.6,1.0,7.6,2025-11-14T05:00:00Z,2.0,7.6,I,7.6,2.0,2025-11-14T16:23:05.644598633Z,I,7.6,7.6,7.6,1.0,7.6,2025-11-14T16:23:00Z,2.0,7.6,,,,,,,,,0.5678,0.5477,0.0233,0.0897,-0.0176,0.1188
BTC260116P00048000,9.52,23,U,7.63,45,A,A,2025-11-19T19:03:28.842790466Z,2026-01-16,48000,7.42,7.42,7.42,1.0,7.42,2025-11-17T05:00:00Z,5.0,7.42,g,7.42,5.0,2025-11-17T15:47:43.895670218Z,C,7.42,7.42,7.42,1.0,7.42,2025-11-17T15:47:00Z,5.0,7.42,6.2,6.2,6.2,1.0,6.2,2025-11-14T05:00:00Z,2.0,6.2,0.3747,-0.8847,0.033,-0.0691,-0.0052,0.0306
BTC280121P00045000,16.23,3,A,11.39,12,A,A,2025-11-19T19:03:52.927985914Z,2028-01-21,45000,9.4,9.4,9.4,1.0,9.4,2025-09-22T04:00:00Z,2.0,9.4,I,9.4,2.0,2025-09-22T17:10:52.183830047Z,I,9.4,9.4,9.4,1.0,9.4,2025-09-22T17:10:00Z,2.0,9.4,8.7,8.7,8.7,1.0,8.7,2025-09-19T04:00:00Z,2.0,8.7,0.5383,-0.3743,0.0121,-0.6208,-0.0049,0.2203
BTC260618P00056000,18.35,27,A,16.04,47,B,A,2025-11-19T19:03:29.253961115Z,2026-06-18,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4954,-0.7534,0.0212,-0.2712,-0.0063,0.0946
BTC260320P00035000,2.73,20,U,2.37,12,E,A,2025-11-19T19:03:48.643845523Z,2026-03-20,35000,2.37,2.37,2.37,1.0,2.37,2025-11-19T05:00:00Z,1.0,2.37,g,2.37,1.0,2025-11-19T17:04:56.089725315Z,C,2.37,2.37,2.37,1.0,2.37,2025-11-19T17:04:00Z,1.0,2.37,2.1,2.1,2.1,1.0,2.1,2025-11-18T05:00:00Z,5.0,2.1,0.5422,-0.2812,0.0274,-0.0452,-0.0157,0.0766
BTC251121C00054000,0.63,367,X,0.0,0,?, ,2025-11-19T19:01:42.771895661Z,2025-11-21,54000,0.29,0.29,0.29,1.0,0.29,2025-11-17T05:00:00Z,1.0,0.29,g,0.29,1.0,2025-11-17T17:04:25.017712101Z,M,0.29,0.29,0.29,1.0,0.29,2025-11-17T17:04:00Z,1.0,0.29,0.05,0.05,0.05,1.0,0.05,2025-11-13T05:00:00Z,1.0,0.05,,,,,,
BTC251121P00060000,20.92,90,B,18.63,45,X, ,2025-11-19T19:02:36.730434468Z,2025-11-21,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260116C00051000,1.07,254,A,0.28,20,U,A,2025-11-19T19:03:04.790044027Z,2026-01-16,51000,0.74,0.74,0.74,1.0,0.74,2025-11-18T05:00:00Z,5.0,0.74,a,0.74,5.0,2025-11-18T20:14:52.099362304Z,X,0.74,0.74,0.74,1.0,0.74,2025-11-18T20:14:00Z,5.0,0.74,2.4,2.4,2.4,1.0,2.4,2025-11-11T05:00:00Z,10.0,2.4,0.5664,0.1591,0.0272,0.0089,-0.0192,0.0381
BTC270115C00048000,9.59,17,X,4.58,11,E, ,2025-11-19T19:03:49.253403302Z,2027-01-15,48000,10.5,10.5,10.5,1.0,10.5,2025-11-05T05:00:00Z,1.0,10.5,a,10.5,1.0,2025-11-05T15:04:54.439378023Z,X,10.5,10.5,10.5,1.0,10.5,2025-11-05T15:04:00Z,1.0,10.5,14.0,14.0,14.0,1.0,14.0,2025-10-28T04:00:00Z,1.0,14.0,0.5583,0.5158,0.0168,0.1533,-0.0124,0.169
BTC280121C00041000,15.78,13,U,11.73,23,E,A,2025-11-19T19:03:52.303532637Z,2028-01-21,41000,20.0,20.0,20.0,1.0,20.0,2025-10-14T04:00:00Z,1.0,20.0,I,20.0,1.0,2025-10-14T13:30:13.058081091Z,A,20.0,20.0,20.0,1.0,20.0,2025-10-14T13:30:00Z,1.0,20.0,,,,,,,,,0.593,0.6824,0.0103,0.2859,-0.0089,0.2072
BTC260116C00067000,0.77,299,A,0.0,0,?,A,2025-11-19T19:00:41.779756146Z,2026-01-16,67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC280121P00057000,24.73,11,E,20.25,13,E,A,2025-11-19T19:03:52.950564749Z,2028-01-21,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5589,-0.4795,0.0123,-0.8995,-0.0044,0.2316
BTC270115C00070000,4.73,39,A,1.98,21,E,A,2025-11-19T19:03:33.110685461Z,2027-01-15,70000,3.05,3.34,3.05,3.0,3.34,2025-11-19T05:00:00Z,6.0,3.291667,I,3.05,1.0,2025-11-19T17:31:23.296629147Z,Z,3.05,3.05,3.05,1.0,3.05,2025-11-19T17:31:00Z,1.0,3.05,3.24,3.24,2.89,3.0,2.89,2025-11-17T05:00:00Z,6.0,3.161667,0.5772,0.2913,0.014,0.0941,-0.0107,0.1455
BTC260116C00064000,0.73,307,A,0.0,0,?,A,2025-11-19T19:00:40.430696866Z,2026-01-16,64000,1.77,1.77,1.65,2.0,1.65,2025-10-13T04:00:00Z,2.0,1.71,f,1.77,1.0,2025-10-13T18:37:55.117590789Z,I,1.77,1.77,1.77,1.0,1.77,2025-10-13T18:37:00Z,1.0,1.77,3.01,3.01,3.01,1.0,3.01,2025-10-06T04:00:00Z,1.0,3.01,,,,,,
BTC260116P00056000,16.88,32,A,14.71,28,Z, ,2025-11-19T19:00:27.013881175Z,2026-01-16,56000,6.06,6.06,6.06,2.0,6.06,2025-10-08T04:00:00Z,5.0,6.06,a,6.06,2.0,2025-10-08T14:07:01.632388376Z,B,6.06,6.06,6.06,2.0,6.06,2025-10-08T14:07:00Z,5.0,6.06,6.06,6.06,6.06,1.0,6.06,2025-10-07T04:00:00Z,3.0,6.06,,,,,,
BTC260320C00043000,4.57,661,X,3.37,23,U, ,2025-11-19T19:03:34.624882339Z,2026-03-20,43000,4.4,4.4,4.4,1.0,4.4,2025-11-18T05:00:00Z,1.0,4.4,I,4.4,1.0,2025-11-18T18:58:24.474318806Z,P,4.4,4.4,4.4,1.0,4.4,2025-11-18T18:58:00Z,1.0,4.4,5.49,5.49,5.1,2.0,5.1,2025-11-14T05:00:00Z,6.0,5.295,0.571,0.4761,0.0307,0.0491,-0.0229,0.0904
